Local_Authority,OA_code,NSSEC_tot,NSSEC_1HigherManProf,NSSEC_2LowerManProf,NSSEC_3Intermediate,NSSEC_4SmallAccount,NSSEC_5LowerSupTech,NSSEC_6SemiRoutine,NSSEC_7Routine,NSSEC_8NoneUnemp,NSSEC_9UnClassif
Walsall,E00051802,473,51,116,40,82,55,56,48,20,5
Walsall,E00051803,342,84,92,32,67,33,25,9,0,0
Walsall,E00051804,268,37,92,23,28,26,38,22,2,0
Walsall,E00051805,322,56,97,45,63,14,23,20,4,0
Walsall,E00051806,260,35,79,31,32,40,25,15,2,1
Walsall,E00051807,401,78,122,51,66,10,37,29,5,3
Walsall,E00051808,304,28,77,32,41,34,37,42,10,3
Walsall,E00051809,241,27,50,39,40,28,28,29,0,0
Walsall,E00051810,296,15,67,21,34,26,55,65,13,0
Walsall,E00051811,446,33,82,32,59,55,84,91,10,0
Walsall,E00051812,308,22,38,40,25,58,60,49,10,6
Walsall,E00051813,282,22,50,37,18,43,41,57,14,0
Walsall,E00051814,362,39,85,47,67,29,47,46,2,0
Walsall,E00051815,412,6,41,35,44,63,109,83,25,6
Walsall,E00051816,307,66,84,50,52,26,5,16,8,0
Walsall,E00051817,303,7,60,15,34,20,73,59,35,0
Walsall,E00051818,332,45,63,42,44,49,32,53,4,0
Walsall,E00051819,326,35,67,36,28,27,57,67,5,4
Walsall,E00051820,342,13,57,27,44,35,70,66,27,3
Walsall,E00051821,357,21,47,33,63,46,77,59,11,0
Walsall,E00051822,304,2,78,34,36,22,59,57,13,3
Walsall,E00051823,290,20,44,10,27,58,39,59,31,2
Walsall,E00051824,267,17,53,20,37,21,43,61,13,2
Walsall,E00051825,292,22,36,16,32,44,44,79,15,4
Walsall,E00051826,280,79,74,29,39,15,24,17,3,0
Walsall,E00051827,253,13,46,23,39,28,42,53,9,0
Walsall,E00051828,316,43,84,29,33,25,44,40,17,1
Walsall,E00051829,282,29,74,25,25,16,70,41,2,0
Walsall,E00051830,323,22,66,41,36,26,58,45,28,1
Walsall,E00051831,285,25,43,49,28,47,35,43,15,0
Walsall,E00051832,321,47,94,28,44,37,34,35,1,1
Walsall,E00051833,379,57,70,60,31,50,50,53,8,0
Walsall,E00051834,307,53,77,43,27,31,43,30,3,0
Walsall,E00051835,296,27,81,37,43,34,46,23,5,0
Walsall,E00051836,264,38,88,29,30,33,23,9,14,0
Walsall,E00051837,268,38,65,29,37,21,39,35,4,0
Walsall,E00051838,265,45,88,42,27,23,19,18,2,1
Walsall,E00051839,265,19,70,27,53,30,34,29,3,0
Walsall,E00051840,271,24,72,21,44,15,34,54,7,0
Walsall,E00051841,300,43,78,14,45,28,35,53,4,0
Walsall,E00051842,327,9,53,39,56,38,48,62,18,4
Walsall,E00051843,341,5,46,25,41,46,80,64,28,6
Walsall,E00051844,435,18,59,23,49,54,76,94,56,6
Walsall,E00051845,406,26,44,29,74,44,76,63,50,0
Walsall,E00051846,350,36,57,24,41,38,63,55,34,2
Walsall,E00051847,352,9,23,33,11,35,69,98,59,15
Walsall,E00051848,395,38,70,42,34,24,94,80,10,3
Walsall,E00051849,359,19,51,36,34,57,59,88,15,0
Walsall,E00051850,320,9,45,19,10,10,114,78,30,5
Walsall,E00051851,294,10,46,10,38,55,63,56,15,1
Walsall,E00051852,494,20,61,27,35,64,89,119,78,1
Walsall,E00051853,475,16,71,32,64,41,109,101,33,8
Walsall,E00051854,343,5,48,42,33,26,84,83,19,3
Walsall,E00051855,270,4,37,12,11,27,72,43,52,12
Walsall,E00051856,324,13,51,10,25,35,66,80,38,6
Walsall,E00051857,400,8,55,21,35,31,97,86,59,8
Walsall,E00051858,267,16,30,25,7,26,78,67,16,2
Walsall,E00051859,336,13,38,25,24,44,59,94,33,6
Walsall,E00051860,338,14,42,26,48,32,52,94,30,0
Walsall,E00051861,294,9,53,43,27,37,72,40,8,5
Walsall,E00051862,403,17,53,13,21,42,59,155,34,9
Walsall,E00051863,334,4,65,13,29,37,80,67,37,2
Walsall,E00051864,287,23,42,29,11,34,62,79,7,0
Walsall,E00051865,323,14,36,24,21,33,64,81,48,2
Walsall,E00051866,326,26,86,41,25,38,60,42,6,2
Walsall,E00051867,387,14,40,29,18,18,106,91,67,4
Walsall,E00051868,339,22,52,33,25,48,71,64,18,6
Walsall,E00051869,291,4,18,12,71,27,49,85,25,0
Walsall,E00051870,295,9,49,41,23,41,71,53,8,0
Walsall,E00051871,315,0,20,20,32,44,58,72,62,7
Walsall,E00051872,302,14,55,46,25,35,79,39,7,2
Walsall,E00051873,360,18,49,48,42,40,79,57,18,9
Walsall,E00051874,336,9,28,20,52,40,78,72,37,0
Walsall,E00051875,315,32,79,29,26,42,61,43,3,0
Walsall,E00051876,323,13,62,33,55,42,39,55,20,4
Walsall,E00051877,312,6,22,48,43,30,81,44,32,6
Walsall,E00051878,353,18,55,36,31,53,61,75,19,5
Walsall,E00051879,285,7,34,29,29,29,58,60,38,1
Walsall,E00051880,301,28,54,15,40,32,69,54,4,5
Walsall,E00051881,264,9,23,25,18,6,83,70,19,11
Walsall,E00051882,328,25,37,29,30,26,86,70,24,1
Walsall,E00051883,309,17,41,18,40,29,59,71,34,0
Walsall,E00051884,392,41,75,24,55,36,87,50,23,1
Walsall,E00051885,326,5,42,30,36,18,82,50,59,4
Walsall,E00051886,279,6,53,41,14,24,42,76,23,0
Walsall,E00051887,346,28,46,33,75,38,56,50,13,7
Walsall,E00051888,387,13,55,13,61,23,86,103,26,7
Walsall,E00051889,324,8,17,10,26,25,87,89,60,2
Walsall,E00051890,292,8,27,15,21,31,89,51,45,5
Walsall,E00051891,309,8,29,30,22,30,84,83,20,3
Walsall,E00051892,340,16,26,29,20,37,81,104,27,0
Walsall,E00051893,314,0,24,13,36,27,98,48,64,4
Walsall,E00051894,380,15,45,31,12,33,107,83,54,0
Walsall,E00051895,162,6,10,13,8,10,46,48,21,0
Walsall,E00051896,325,1,38,13,15,32,72,119,32,3
Walsall,E00051897,259,0,11,14,9,25,66,85,40,9
Walsall,E00051898,249,1,20,28,24,12,36,74,45,9
Walsall,E00051899,375,20,29,28,22,46,81,102,45,2
Walsall,E00051900,369,3,16,38,42,33,80,105,49,3
Walsall,E00051901,489,16,89,39,59,56,78,112,30,10
Walsall,E00051902,348,7,47,19,14,33,94,95,39,0
Walsall,E00051903,229,2,16,10,12,23,49,67,48,2
Walsall,E00051904,164,4,17,7,8,22,37,36,31,2
Walsall,E00051905,360,5,36,14,30,53,90,98,34,0
Walsall,E00051906,398,9,54,14,32,47,82,103,57,0
Walsall,E00051907,318,6,36,14,53,54,63,74,18,0
Walsall,E00051908,328,4,23,12,32,32,85,85,53,2
Walsall,E00051909,288,3,8,9,22,40,86,91,27,2
Walsall,E00051910,323,9,34,18,25,42,70,86,35,4
Walsall,E00051911,349,15,35,18,31,47,77,88,35,3
Walsall,E00051912,297,18,59,36,12,31,67,60,10,4
Walsall,E00051913,222,2,29,19,29,17,50,52,22,2
Walsall,E00051914,402,22,56,24,47,29,96,87,40,1
Walsall,E00051915,363,37,92,24,57,34,62,46,8,3
Walsall,E00051916,356,28,54,36,54,42,54,78,10,0
Walsall,E00051917,401,9,30,23,58,20,90,99,70,2
Walsall,E00051918,270,9,29,9,24,41,67,48,37,6
Walsall,E00051919,472,36,92,64,54,60,87,72,7,0
Walsall,E00051920,334,20,61,36,31,25,80,69,10,2
Walsall,E00051921,361,11,36,41,54,37,91,76,15,0
Walsall,E00051922,315,17,47,18,34,17,72,75,28,7
Walsall,E00051923,326,10,32,17,60,27,44,49,80,7
Walsall,E00051924,391,28,55,27,59,41,55,84,37,5
Walsall,E00051925,396,16,41,38,59,43,43,104,44,8
Walsall,E00051926,383,10,32,34,70,48,66,82,33,8
Walsall,E00051927,549,22,39,47,103,24,111,125,65,13
Walsall,E00051928,350,2,45,42,37,55,68,66,31,4
Walsall,E00051929,398,12,26,38,8,65,89,95,56,9
Walsall,E00051930,350,9,35,20,32,21,95,83,45,10
Walsall,E00051931,174,0,8,6,23,25,41,36,31,4
Walsall,E00051932,322,21,64,28,45,46,24,41,41,12
Walsall,E00051933,243,10,15,16,20,25,44,65,48,0
Walsall,E00051934,442,48,94,32,34,36,77,79,39,3
Walsall,E00051935,334,18,35,21,31,32,54,77,59,7
Walsall,E00051936,366,2,14,20,34,42,88,89,77,0
Walsall,E00051937,370,6,29,25,35,18,88,110,56,3
Walsall,E00051938,261,4,16,27,21,35,34,73,44,7
Walsall,E00051939,368,13,25,16,20,31,96,107,59,1
Walsall,E00051940,263,11,42,19,32,43,37,52,22,5
Walsall,E00051941,242,9,24,9,30,22,47,56,45,0
Walsall,E00051942,444,6,80,49,33,35,98,104,34,5
Walsall,E00051943,505,24,52,43,35,38,114,94,91,14
Walsall,E00051944,328,4,31,26,41,42,59,73,42,10
Walsall,E00051947,350,15,21,22,49,35,54,99,43,12
Walsall,E00051948,375,16,56,33,40,44,79,69,37,1
Walsall,E00051949,324,5,23,18,43,35,65,88,47,0
Walsall,E00051950,331,15,48,21,30,26,85,77,27,2
Walsall,E00051951,308,4,30,30,30,30,59,79,37,9
Walsall,E00051952,309,8,34,20,35,37,66,76,33,0
Walsall,E00051954,260,36,44,12,17,38,46,50,12,5
Walsall,E00051955,301,3,50,46,28,26,50,71,21,6
Walsall,E00051956,325,2,36,34,23,21,58,74,74,3
Walsall,E00051957,163,3,7,2,22,4,33,41,51,0
Walsall,E00051958,384,0,23,20,40,40,90,99,72,0
Walsall,E00051959,346,17,33,18,16,30,62,112,58,0
Walsall,E00051960,421,15,48,37,41,56,72,81,63,8
Walsall,E00051961,307,6,41,27,37,23,42,101,25,5
Walsall,E00051962,288,18,32,15,36,27,60,83,17,0
Walsall,E00051963,334,11,26,38,9,44,92,88,19,7
Walsall,E00051964,254,0,15,14,15,18,58,60,72,2
Walsall,E00051965,337,0,46,12,34,30,60,108,47,0
Walsall,E00051966,283,9,26,23,17,43,75,53,37,0
Walsall,E00051967,290,36,41,39,69,42,36,24,3,0
Walsall,E00051968,311,11,30,23,31,41,71,81,20,3
Walsall,E00051969,333,4,21,28,26,41,85,107,21,0
Walsall,E00051970,244,8,39,9,14,33,48,59,33,1
Walsall,E00051971,256,13,57,18,31,24,35,66,10,2
Walsall,E00051972,336,12,35,24,20,40,66,93,38,8
Walsall,E00051973,389,10,30,18,39,39,87,136,24,6
Walsall,E00051974,275,22,66,12,29,25,37,48,34,2
Walsall,E00051975,260,0,11,8,13,11,52,79,86,0
Walsall,E00051976,276,13,30,35,25,30,66,60,14,3
Walsall,E00051977,278,10,22,17,16,23,89,62,31,8
Walsall,E00051978,279,43,58,42,42,23,28,41,1,1
Walsall,E00051979,379,22,56,33,60,42,74,75,17,0
Walsall,E00051980,245,27,43,21,42,33,39,39,1,0
Walsall,E00051981,163,4,17,14,16,15,45,39,13,0
Walsall,E00051982,363,25,36,47,50,47,82,71,4,1
Walsall,E00051983,283,20,35,19,31,33,59,63,19,4
Walsall,E00051984,279,27,55,32,27,29,57,46,6,0
Walsall,E00051985,192,5,13,8,7,13,44,36,66,0
Walsall,E00051986,236,22,60,13,18,35,43,37,8,0
Walsall,E00051987,334,15,32,25,27,36,66,72,49,12
Walsall,E00051988,277,26,68,27,45,11,48,50,1,1
Walsall,E00051989,388,26,67,31,45,51,82,74,12,0
Walsall,E00051990,311,23,38,34,47,38,52,52,27,0
Walsall,E00051991,312,23,46,41,62,29,34,49,20,8
Walsall,E00051992,247,8,50,30,27,40,31,47,7,7
Walsall,E00051993,274,10,19,24,25,28,56,74,36,2
Walsall,E00051994,297,36,45,13,40,29,48,72,14,0
Walsall,E00051995,305,11,31,23,41,65,64,54,9,7
Walsall,E00051996,366,7,33,2,34,52,66,106,66,0
Walsall,E00051997,380,27,30,14,49,38,83,75,64,0
Walsall,E00051998,378,16,22,30,36,24,81,82,87,0
Walsall,E00051999,441,12,34,18,42,43,91,117,75,9
Walsall,E00052000,329,2,49,31,4,44,53,103,43,0
Walsall,E00052001,348,9,23,17,37,37,54,138,31,2
Walsall,E00052002,317,1,37,23,31,22,76,84,39,4
Walsall,E00052003,307,52,83,34,25,43,34,31,5,0
Walsall,E00052004,304,69,76,30,48,32,24,17,4,4
Walsall,E00052005,301,9,26,30,21,32,62,107,11,3
Walsall,E00052006,398,20,54,22,25,50,83,91,48,5
Walsall,E00052007,293,17,43,14,61,19,63,54,21,1
Walsall,E00052008,389,8,60,20,37,33,108,92,31,0
Walsall,E00052009,345,12,30,20,17,37,95,102,27,5
Walsall,E00052010,203,4,20,12,24,17,39,58,29,0
Walsall,E00052011,312,12,40,6,25,28,75,89,37,0
Walsall,E00052012,299,7,50,16,36,30,64,59,28,9
Walsall,E00052013,299,13,38,7,34,32,67,78,28,2
Walsall,E00052016,336,3,66,22,27,25,62,114,17,0
Walsall,E00052017,238,4,13,29,29,30,43,73,10,7
Walsall,E00052018,355,75,88,27,58,34,44,25,4,0
Walsall,E00052019,319,87,85,53,32,7,22,32,1,0
Walsall,E00052020,289,48,80,28,48,26,19,32,2,6
Walsall,E00052021,301,62,85,39,33,26,30,26,0,0
Walsall,E00052022,299,50,114,31,22,34,27,17,4,0
Walsall,E00052023,254,56,52,27,60,14,25,13,7,0
Walsall,E00052024,255,25,57,49,49,18,32,24,1,0
Walsall,E00052025,210,36,60,19,36,18,17,22,2,0
Walsall,E00052026,314,36,73,23,25,52,49,40,12,4
Walsall,E00052027,278,4,47,50,35,32,41,52,17,0
Walsall,E00052028,284,4,20,16,46,32,68,67,25,6
Walsall,E00052029,272,26,69,44,42,21,35,26,9,0
Walsall,E00052030,266,0,26,20,36,31,69,67,17,0
Walsall,E00052031,315,5,39,30,37,39,55,83,25,2
Walsall,E00052032,374,11,31,41,32,39,105,88,27,0
Walsall,E00052033,298,5,22,14,17,52,66,96,26,0
Walsall,E00052034,314,17,39,25,36,43,67,81,6,0
Walsall,E00052035,330,37,24,12,39,44,74,91,9,0
Walsall,E00052036,137,2,14,6,9,10,47,30,19,0
Walsall,E00052037,299,17,34,24,25,34,70,85,10,0
Walsall,E00052038,276,11,41,21,28,29,63,74,7,2
Walsall,E00052039,243,10,44,23,17,23,50,38,37,1
Walsall,E00052040,303,0,19,3,21,57,78,81,44,0
Walsall,E00052041,303,7,37,24,16,21,79,89,30,0
Walsall,E00052042,190,12,15,8,10,19,59,47,20,0
Walsall,E00052043,360,6,35,29,37,47,96,82,28,0
Walsall,E00052044,175,2,13,19,12,14,42,47,26,0
Walsall,E00052045,424,8,67,24,52,56,85,73,55,4
Walsall,E00052046,260,13,17,35,21,20,47,71,34,2
Walsall,E00052047,403,20,53,38,39,33,66,95,57,2
Walsall,E00052048,301,2,28,31,43,41,84,50,20,2
Walsall,E00052049,366,11,45,15,31,28,78,83,75,0
Walsall,E00052050,391,3,44,32,66,40,56,105,38,7
Walsall,E00052051,221,8,33,10,20,33,58,50,9,0
Walsall,E00052052,304,9,17,24,7,38,92,89,19,9
Walsall,E00052053,221,11,43,18,31,19,47,43,6,3
Walsall,E00052054,271,32,44,28,31,25,40,59,12,0
Walsall,E00052056,318,33,77,36,43,49,33,41,4,2
Walsall,E00052057,133,5,8,6,5,14,35,32,28,0
Walsall,E00052058,445,66,112,52,66,55,50,41,3,0
Walsall,E00052059,335,30,88,56,50,49,29,31,2,0
Walsall,E00052062,364,66,125,44,31,25,30,40,0,3
Walsall,E00052063,301,35,34,53,51,39,37,46,4,2
Walsall,E00052064,325,37,93,30,44,30,45,29,13,4
Walsall,E00052065,273,31,76,17,37,21,48,38,0,5
Walsall,E00052066,335,26,52,17,43,41,69,67,16,4
Walsall,E00052067,312,5,61,28,23,29,45,94,27,0
Walsall,E00052068,360,24,41,32,52,63,84,50,14,0
Walsall,E00052069,318,30,47,36,42,57,44,53,9,0
Walsall,E00052070,242,14,26,17,36,38,62,35,14,0
Walsall,E00052071,307,20,65,13,43,22,64,60,12,8
Walsall,E00052072,319,7,21,22,36,22,64,80,63,4
Walsall,E00052073,319,29,71,28,64,43,49,30,4,1
Walsall,E00052074,266,17,36,15,27,29,40,67,33,2
Walsall,E00052075,315,18,27,24,47,34,58,91,16,0
Walsall,E00052076,334,14,24,14,43,44,72,95,24,4
Walsall,E00052077,111,3,9,8,15,20,24,27,5,0
Walsall,E00052078,241,27,35,12,27,54,33,48,5,0
Walsall,E00052079,248,12,53,26,23,45,42,41,6,0
Walsall,E00052080,256,0,52,11,34,25,46,62,26,0
Walsall,E00052081,282,11,27,9,79,24,59,63,10,0
Walsall,E00052082,311,13,37,16,18,15,84,84,39,5
Walsall,E00052083,281,8,25,24,18,14,79,70,40,3
Walsall,E00052084,222,24,25,30,46,30,31,30,6,0
Walsall,E00052085,275,13,29,17,30,20,63,82,20,1
Walsall,E00052086,300,14,56,29,46,16,60,76,2,1
Walsall,E00052087,301,23,15,6,39,26,69,101,18,4
Walsall,E00052088,302,29,58,30,17,44,49,63,9,3
Walsall,E00052089,117,0,23,4,7,13,20,34,16,0
Walsall,E00052090,266,10,48,22,29,29,56,50,22,0
Walsall,E00052091,296,17,32,19,46,26,68,65,23,0
Walsall,E00052092,341,15,62,19,50,34,68,56,37,0
Walsall,E00052093,288,6,25,12,32,42,76,66,29,0
Walsall,E00052094,269,8,41,26,30,46,50,52,16,0
Walsall,E00052095,328,26,41,31,45,27,67,68,21,2
Walsall,E00052096,421,12,42,33,28,38,84,93,80,11
Walsall,E00052097,317,34,43,19,50,30,72,58,11,0
Walsall,E00052098,348,23,21,14,16,51,77,100,43,3
Walsall,E00052099,339,11,41,28,30,41,75,96,12,5
Walsall,E00052100,228,2,15,5,7,25,63,69,31,11
Walsall,E00052101,384,15,39,30,38,31,101,105,22,3
Walsall,E00052102,395,18,38,26,11,27,100,94,71,10
Walsall,E00052103,291,6,28,7,41,34,64,78,29,4
Walsall,E00052104,375,9,47,23,40,41,101,106,8,0
Walsall,E00052106,431,9,62,41,36,39,92,109,42,1
Walsall,E00052107,288,3,24,35,22,36,79,55,34,0
Walsall,E00052108,313,13,34,43,34,30,66,79,14,0
Walsall,E00052110,296,39,57,47,17,21,46,44,17,8
Walsall,E00052111,310,0,31,11,20,39,57,94,58,0
Walsall,E00052112,365,13,40,50,41,33,75,79,34,0
Walsall,E00052113,382,25,62,20,26,42,91,66,38,12
Walsall,E00052114,405,7,48,34,35,46,84,101,49,1
Walsall,E00052115,336,14,30,8,24,33,68,98,48,13
Walsall,E00052116,284,2,11,13,19,42,71,91,35,0
Walsall,E00052117,545,24,92,39,52,69,121,87,54,7
Walsall,E00052118,307,5,39,23,28,34,83,77,18,0
Walsall,E00052121,355,11,40,33,23,52,73,82,36,5
Walsall,E00052122,308,8,26,25,18,25,53,88,63,2
Walsall,E00052123,340,10,52,31,65,22,68,63,28,1
Walsall,E00052124,387,13,57,29,21,74,88,91,14,0
Walsall,E00052125,240,6,27,23,35,37,36,48,28,0
Walsall,E00052127,268,20,45,17,8,13,60,70,35,0
Walsall,E00052128,378,21,51,32,39,28,103,65,37,2
Walsall,E00052129,178,13,13,9,8,22,55,40,18,0
Walsall,E00052130,256,12,28,29,15,26,65,58,18,5
Walsall,E00052131,284,11,20,41,22,33,79,66,9,3
Walsall,E00052132,373,15,49,31,23,53,78,106,18,0
Walsall,E00052133,495,16,56,55,43,64,115,85,59,2
Walsall,E00052134,376,4,49,25,24,58,92,77,44,3
Walsall,E00052135,283,16,63,28,18,45,52,42,18,1
Walsall,E00052136,339,6,50,32,47,40,76,59,27,2
Walsall,E00052137,402,49,117,46,87,21,46,33,0,3
Walsall,E00052138,314,25,59,27,45,43,51,47,17,0
Walsall,E00052139,364,72,99,46,32,40,40,28,7,0
Walsall,E00052140,278,38,46,46,48,47,18,32,3,0
Walsall,E00052141,310,29,88,29,45,31,47,33,6,2
Walsall,E00052142,309,49,57,37,24,19,52,36,26,9
Walsall,E00052143,365,78,120,42,56,33,16,14,6,0
Walsall,E00052144,263,15,32,36,45,27,48,34,24,2
Walsall,E00052145,348,69,95,27,51,20,40,33,13,0
Walsall,E00052146,318,26,114,33,16,34,48,33,12,2
Walsall,E00052147,263,11,24,32,40,27,64,53,8,4
Walsall,E00052148,260,66,76,19,40,13,13,28,5,0
Walsall,E00052149,238,9,23,36,8,23,56,33,42,8
Walsall,E00052150,298,44,79,24,37,18,50,28,18,0
Walsall,E00052151,436,100,108,36,82,24,49,17,17,3
Walsall,E00052152,358,38,124,46,33,26,28,44,19,0
Walsall,E00052153,379,43,70,43,21,42,63,63,22,12
Walsall,E00052154,317,26,36,21,51,51,47,61,22,2
Walsall,E00052155,276,29,79,19,25,29,27,20,24,24
Walsall,E00052156,336,75,115,45,37,20,24,19,1,0
Walsall,E00052157,308,43,62,48,79,16,26,18,16,0
Walsall,E00052159,260,71,85,29,30,16,11,7,8,3
Walsall,E00052161,278,21,49,36,11,17,67,59,18,0
Walsall,E00052162,239,1,47,29,23,24,43,50,19,3
Walsall,E00052163,325,46,76,34,77,23,30,32,7,0
Walsall,E00052164,270,14,54,17,14,19,47,87,18,0
Walsall,E00052165,385,10,63,30,58,34,94,66,23,7
Walsall,E00052166,311,23,47,65,42,47,41,35,8,3
Walsall,E00052167,285,22,45,41,48,12,45,62,10,0
Walsall,E00052168,393,31,86,59,51,54,40,60,9,3
Walsall,E00052169,279,27,32,29,35,23,60,64,6,3
Walsall,E00052170,329,17,76,46,67,31,22,60,10,0
Walsall,E00052171,333,32,52,34,48,23,51,76,14,3
Walsall,E00052172,276,15,47,21,22,25,73,54,18,1
Walsall,E00052173,260,4,30,32,17,37,68,54,10,8
Walsall,E00052174,313,11,65,33,30,34,53,68,19,0
Walsall,E00052175,278,39,32,34,39,40,36,56,2,0
Walsall,E00052176,264,7,27,36,14,29,70,68,9,4
Walsall,E00052177,304,20,45,30,28,33,49,80,17,2
Walsall,E00052178,273,10,74,20,17,14,59,54,20,5
Walsall,E00052179,291,21,41,42,19,49,55,46,16,2
Walsall,E00052180,399,25,54,25,75,45,49,62,50,14
Walsall,E00052181,247,41,60,35,36,9,32,22,10,2
Walsall,E00052182,298,59,92,29,55,32,16,13,2,0
Walsall,E00052183,315,24,44,35,58,8,57,59,28,2
Walsall,E00052184,382,95,91,57,58,16,17,39,5,4
Walsall,E00052185,333,24,82,21,70,34,49,32,11,10
Walsall,E00052186,399,83,125,31,87,22,22,22,3,4
Walsall,E00052187,303,32,68,56,48,24,36,31,8,0
Walsall,E00052188,370,60,81,38,106,22,34,24,4,1
Walsall,E00052189,165,11,41,32,20,10,27,19,1,4
Walsall,E00052190,280,37,109,23,40,21,23,23,4,0
Walsall,E00052191,324,82,86,26,67,15,19,26,3,0
Walsall,E00052192,338,122,62,17,80,12,26,16,1,2
Walsall,E00052193,399,106,115,30,77,14,32,15,8,2
Walsall,E00052194,379,128,97,35,67,22,14,7,6,3
Walsall,E00052195,294,73,64,41,44,18,22,15,17,0
Walsall,E00052196,325,61,81,27,65,23,40,20,8,0
Walsall,E00052197,288,91,76,26,26,24,26,14,5,0
Walsall,E00052198,343,76,103,35,32,28,34,19,12,4
Walsall,E00052199,390,92,112,34,71,16,27,22,12,4
Walsall,E00052200,390,96,140,22,46,20,26,33,7,0
Walsall,E00052201,351,84,112,17,59,27,38,12,0,2
Walsall,E00052202,285,59,82,29,61,13,17,17,7,0
Walsall,E00052203,375,82,101,26,57,20,41,41,7,0
Walsall,E00052204,374,100,96,36,96,13,14,14,5,0
Walsall,E00052205,459,99,115,33,129,7,44,28,4,0
Walsall,E00052206,323,66,97,17,31,42,44,14,12,0
Walsall,E00052207,235,23,79,30,31,8,31,27,2,4
Walsall,E00052208,403,101,93,42,93,26,21,14,9,4
Walsall,E00052209,315,63,92,13,64,14,33,21,8,7
Walsall,E00052210,330,93,104,48,30,32,13,5,2,3
Walsall,E00052211,436,125,89,28,154,10,19,9,0,2
Walsall,E00052212,351,64,103,51,49,33,21,28,2,0
Walsall,E00052213,392,129,115,30,77,10,16,8,7,0
Walsall,E00052214,503,90,108,50,109,19,30,69,20,8
Walsall,E00052215,331,31,68,48,29,34,56,53,11,1
Walsall,E00052216,320,53,87,33,57,20,7,50,13,0
Walsall,E00052217,298,17,72,8,46,15,42,60,38,0
Walsall,E00052218,419,58,115,34,71,33,52,25,22,9
Walsall,E00052219,477,36,77,49,84,39,89,40,61,2
Walsall,E00052220,327,47,117,32,56,13,40,14,8,0
Walsall,E00052221,306,25,53,29,38,23,53,30,47,8
Walsall,E00052222,411,10,24,15,71,41,102,53,90,5
Walsall,E00052223,395,7,39,20,83,36,72,50,79,9
Walsall,E00052224,390,16,40,27,74,50,64,58,56,5
Walsall,E00052225,400,44,73,48,29,43,53,82,24,4
Walsall,E00052226,393,13,31,41,36,26,87,120,35,4
Walsall,E00052227,258,19,22,4,10,36,88,41,38,0
Walsall,E00052228,429,35,48,24,47,71,61,74,59,10
Walsall,E00052229,385,27,53,20,59,30,66,66,49,15
Walsall,E00052230,397,8,49,20,40,30,76,66,63,45
Walsall,E00052231,479,17,46,26,113,38,120,81,38,0
Walsall,E00052232,315,2,53,27,30,43,56,52,32,20
Walsall,E00052233,398,44,50,20,90,59,56,55,15,9
Walsall,E00052234,367,20,25,33,46,64,83,55,41,0
Walsall,E00052235,403,61,75,26,101,19,60,41,11,9
Walsall,E00052236,371,8,60,20,57,31,54,67,43,31
Walsall,E00052237,457,36,80,36,84,24,79,91,13,14
Walsall,E00052238,339,40,98,24,60,32,56,19,7,3
Walsall,E00052239,531,28,78,39,44,64,126,97,47,8
Walsall,E00052240,346,38,82,26,34,34,70,49,11,2
Walsall,E00052241,411,15,73,53,85,35,74,46,26,4
Walsall,E00052242,401,27,38,19,36,26,93,63,95,4
Walsall,E00052243,444,25,56,34,34,63,69,119,34,10
Walsall,E00052244,297,45,67,15,50,27,43,39,11,0
Walsall,E00052245,339,29,75,42,45,38,40,42,28,0
Walsall,E00052246,384,20,39,36,50,39,74,65,61,0
Walsall,E00052247,481,16,89,29,35,53,115,72,72,0
Walsall,E00052248,303,30,70,33,32,50,45,35,4,4
Walsall,E00052249,533,38,74,42,119,76,49,64,71,0
Walsall,E00052250,387,20,26,16,57,41,74,80,62,11
Walsall,E00052251,418,12,30,24,71,27,118,79,47,10
Walsall,E00052252,430,14,53,35,60,41,98,68,61,0
Walsall,E00052253,408,29,29,38,65,50,77,72,44,4
Walsall,E00052254,462,16,46,31,44,68,101,60,83,13
Walsall,E00052255,478,27,21,19,138,23,67,96,61,26
Walsall,E00052256,421,10,35,17,59,67,93,68,72,0
Walsall,E00052257,351,12,46,16,58,66,65,55,31,2
Walsall,E00052258,350,40,30,38,51,24,63,52,36,16
Walsall,E00052259,436,18,26,12,80,42,95,73,79,11
Walsall,E00052260,392,14,39,18,75,51,56,62,74,3
Walsall,E00052261,409,36,52,36,60,50,78,29,54,14
Walsall,E00052262,431,18,36,30,90,49,84,74,50,0
Walsall,E00052263,304,41,92,46,43,26,21,34,1,0
Walsall,E00052264,325,3,25,42,17,22,72,81,57,6
Walsall,E00052265,308,28,70,23,21,60,48,49,9,0
Walsall,E00052266,293,27,82,39,14,51,31,39,10,0
Walsall,E00052267,287,14,67,41,27,21,36,61,17,3
Walsall,E00052268,328,32,58,45,31,25,54,67,14,2
Walsall,E00052269,394,85,100,53,52,20,34,39,11,0
Walsall,E00052270,324,19,55,43,39,43,51,65,6,3
Walsall,E00052271,306,44,77,42,50,30,35,18,7,3
Walsall,E00052272,511,52,100,84,80,47,42,85,21,0
Walsall,E00052273,271,23,37,30,33,22,45,71,10,0
